"GPOName";"Link";"Enabled";"GPOStatus"
"HAD-LocalAdmins-T1";"oswald.com/OZ_T12";"true";"OK"
"HAD-LocalAdmins-T1";"oswald.com/Provisioning/Computers";"true";"Computer Misconfiguration"
