"GPOName";"Link";"Enabled";"GPOStatus"
"HAD-Local-Accounts-Config";"oswald.com/Administration";"true";"Computer Misconfiguration"
"HAD-Local-Accounts-Config";"oswald.com/OZ_T0";"true";"OK"
"HAD-Local-Accounts-Config";"oswald.com/OZ_T12";"true";"OK"
"HAD-Local-Accounts-Config";"oswald.com/OZ_TL";"true";"Computer Misconfiguration"
"HAD-Local-Accounts-Config";"oswald.com/Provisioning/Computers";"true";"Computer Misconfiguration"
