"GPOName";"Link";"Enabled";"GPOStatus"
"HAD-LoginRestrictions-T1";"oswald.com/OZ_T12";"true";"OK"
"HAD-LoginRestrictions-T1";"oswald.com/Provisioning/Computers";"true";"Computer Misconfiguration"
