"GPOName";"SettingCategory";"SettingPath";"SettingName";"SettingStatus";"Type";"Statement";"Value"
"HAD-Remote-Assistance-Disabled";"Administrative Templates";"System/Remote Assistance";"Configure Offer Remote Assistance";"Disabled";;;
"HAD-Remote-Assistance-Disabled";"Administrative Templates";"System/Remote Assistance";"Configure Solicited Remote Assistance";"Disabled";;;
