"GPOName";"SettingCategory";"SettingPath";"SettingName";"SettingStatus";"Type";"Statement";"Value"
"HAD-LocalAdmins-T2";"Local Users And Groups";;"Local Group : Administrators (built-in)";"Member: OZ\L-S-T2_LocalAdmins_Workstations";;;"SID : S-1-5-21-1502320860-189160106-1795443177-1147"
"HAD-LocalAdmins-T2";"Local Users And Groups";;"Local Group : Administrators (built-in)";"Member: OZ\L-S_LocalAdmins_%ComputerName%";;;"SID : "
