"GPOName";"SettingCategory";"SettingPath";"SettingName";"SettingStatus";"Type";"Statement";"Value"
"HAD-NTLM1-LMx-Disabled";"Security Option";"Reg Path: MACHINE\System\CurrentControlSet\Control\Lsa\MSV1_0\allownullsessionfallback";"Network security: Allow LocalSystem NULL session fallback";"false";;;
"HAD-NTLM1-LMx-Disabled";"Security Option";"Reg Path: MACHINE\System\CurrentControlSet\Control\Lsa\UseMachineId";"Network security: Allow Local System to use computer identity for NTLM";"true";;;
